"id"	"oas"
"SCN7A"	"oas:101109522"
"THOC5"	"oas:101107735"
"THOC5"	"oas:101107735"
"TAGAP"	"oas:101109975"
"B4GAT1"	"oas:101105702"
"CASP14"	"oas:101120827"
"ZNF365"	"oas:101122160"
"LSM14A"	"oas:101111736"
"EED"	"oas:101123454"
"CPTP"	"oas:101107298"
"TTC39A"	"oas:101110190"
"RGS14"	"oas:101106525"
"YWHAB"	"oas:101110165"
"KIAA0355"	"oas:101119330"
"EGR2"	"oas:101122407"
"EGR2"	"oas:101122407"
"STRIP2"	"oas:101105908"
"GFM2"	"oas:101111659"
"FNDC1"	"oas:101110947"
"SPINK7"	"oas:101117075"
"HELLS"	"oas:101106217"
"ZNF445"	"oas:101119511"
"DHDDS"	"oas:101110654"
"DLX5"	"oas:101119298"
"NAMPT"	"oas:780506"
"PCSK7"	"oas:101118814"
"PCSK7"	"oas:101118814"
"GPI"	"oas:106990893"
"AMZ1"	"oas:101111338"
"EPS15"	"oas:101110462"
"ZNF516"	"oas:101109931"
"EIF2A"	"oas:101119523"
"MRO"	"oas:105616273"
"MRO"	"oas:105616273"
"EYA1"	"oas:101105259"
"EYA1"	"oas:101105259"
"C1R"	"oas:780501"
"C1R"	"oas:780501"
"UBOX5"	"oas:101123317"
"CARD9"	"oas:101116560"
"PEX6"	"oas:101111400"
"AFF1"	"oas:101111967"
"SOD2"	"oas:780457"
"SPINK9"	"oas:101109177"
"RNF187"	"oas:101121346"
"NR1D2"	"oas:101103536"
"PPL"	"oas:101109856"
"NRBF2"	"oas:101122660"
"NRBF2"	"oas:101122660"
"WTAP"	"oas:101105993"
"UBA2"	"oas:101112668"
"RPP38"	"oas:101109468"
"STIP1"	"oas:101122561"
"LRIT3"	"oas:101118529"
"LRIT3"	"oas:101118529"
"ACAT2"	"oas:101111975"
"AP2A2"	"oas:101121898"
"CINP"	"oas:101103845"
"VAT1"	"oas:101113608"
"ME2"	"oas:100135691"
"FAM50A"	"oas:101119621"
"CCDC105"	"oas:101103234"
"GPSM1"	"oas:101116818"
"TCP1"	"oas:101103858"
"TSHZ1"	"oas:101110198"
"DCUN1D5"	"oas:101118636"
"TMTC4"	"oas:101112235"
"ZADH2"	"oas:101110470"
"NKIRAS1"	"oas:101123267"
"ZNF664"	"oas:105602862"
"USP15"	"oas:101113139"
"MRPL18"	"oas:101111291"
"UBE2E1"	"oas:101123528"
"VAC14"	"oas:101114132"
"LSM2"	"oas:101117372"
"CASZ1"	"oas:101112837"
"INPPL1"	"oas:101121707"
"PABPC1L"	"oas:101107378"
"SCP2D1"	"oas:101123058"
"EME1"	"oas:101106603"
"SNRNP35"	"oas:101117699"
"CCDC187"	"oas:101117066"
"PNLDC1"	"oas:101111555"
"TOMM34"	"oas:101107622"
"ZNF197"	"oas:101120022"
"DAP3"	"oas:101120032"
"HIRIP3"	"oas:101117041"
"HIRIP3"	"oas:101117041"
"OXT"	"oas:443138"
"ZNF35"	"oas:101104313"
"KIF9"	"oas:101113963"
"JMJD1C"	"oas:101123089"
"HCAR1"	"oas:101119758"
"TSC22D2"	"oas:101120128"
"COL22A1"	"oas:101119401"
"CALML5"	"oas:101105840"
"SLC1A6"	"oas:101121091"
"MCP-3"	"oas:443429"
"MSTO1"	"oas:101120534"
"LIN28A"	"oas:100302344"
"TAC1"	"oas:101110105"
"UCN3"	"oas:101106349"
"GDI1"	"oas:100302074"
"ELAC1"	"oas:101118238"
"ZNF683"	"oas:101111348"
"ZNF502"	"oas:101120022"
"SEC14L5"	"oas:101104292"
"ZNF599"	"oas:101113951"
"IGF2R"	"oas:443500"
"B3GNT4"	"oas:101102267"
"ZNF407"	"oas:101110722"
"KLHL8"	"oas:101122109"
"PM20D1"	"oas:101111381"
"TSPYL5"	"oas:101108139"
"TRIM11"	"oas:106990139"
"TRIM11"	"oas:106990139"
"ZNF385D"	"oas:101104040"
"RND2"	"oas:101108323"
"SCOC"	"oas:101105360"
"MRPL27"	"oas:101106861"
"ZNF792"	"oas:101122622"
"CNDP1"	"oas:101110987"
"PICALM"	"oas:101103193"
"PICALM"	"oas:101103193"
"KIF26B"	"oas:101106609"
"C1S"	"oas:101105150"
"CNDP2"	"oas:101111244"
"GRAMD1A"	"oas:101122883"
"FAM19A2"	"oas:101113575"
"SMAD4"	"oas:443171"
"KIAA1143"	"oas:101121299"
"FBXO38"	"oas:101117330"
"FBXO38"	"oas:101117330"
"KIAA0895"	"oas:101116307"
"PRNP"	"oas:493887"
"SLC22A1"	"oas:101105960"
"PHF7"	"oas:101111398"
"PHF7"	"oas:101111398"
"PPP1R21"	"oas:101106669"
"SLC29A2"	"oas:101105961"
"SCN9A"	"oas:101122924"
"SCN9A"	"oas:101122924"
"MEX3C"	"oas:101113452"
"SCN1B"	"oas:101123143"
"SH3PXD2A"	"oas:101113638"
"SLC16A7"	"oas:101113834"
"PRND"	"oas:443194"
"RNF13"	"oas:101120374"
"C18orf63"	"oas:101111765"
"ASNS"	"oas:101113564"
"XYLT2"	"oas:101107112"
"HPN"	"oas:101114282"
"DNMT3B"	"oas:106990108"
"DNMT3B"	"oas:106990108"
"DNMT3B"	"oas:106990108"
"RAB21"	"oas:100302077"
"SLC22A2"	"oas:101111810"
"CYB5A"	"oas:100307037"
"GALNTL5"	"oas:101104903"
"IQCE"	"oas:101111855"
"TECPR2"	"oas:101121714"
"CCDC83"	"oas:101103433"
"WDR11"	"oas:101109577"
"LRP4"	"oas:101118728"
"LGI4"	"oas:101118631"
"LRIG3"	"oas:101118351"
"FLOT2"	"oas:101108401"
"FLOT2"	"oas:101108401"
"TOM1L1"	"oas:101120591"
"TOM1L1"	"oas:101120591"
"REEP3"	"oas:101122325"
"REEP3"	"oas:101122325"
"FXYD1"	"oas:101115476"
"SLC22A3"	"oas:100642179"
"NRF1"	"oas:443490"
"NRF1"	"oas:443490"
"TIMM21"	"oas:101123430"
"INCA1"	"oas:101107802"
"SLC34A1"	"oas:443505"
"FXYD5"	"oas:101105940"
"AIM1L"	"oas:101116029"
"CENPB"	"oas:443351"
"CPSF3L"	"oas:101104768"
"ANKUB1"	"oas:101102780"
"FAM187B"	"oas:101123657"
"NALCN"	"oas:101122170"
"STK4"	"oas:101117812"
"DCC"	"oas:101116041"
"RXFP1"	"oas:101107224"
"LSR"	"oas:101103606"
"CPQ"	"oas:101107799"
"LRRTM3"	"oas:101101950"
"ATP6AP1"	"oas:101123629"
"ATP6AP1"	"oas:101123629"
"USF2"	"oas:101102584"
"CHID1"	"oas:100101234"
"ARHGEF9"	"oas:101110030"
"LHX3"	"oas:101111265"
"LHX3"	"oas:101111265"
"TMEM92"	"oas:101107614"
"MAP3K4"	"oas:101113246"
"THEGL"	"oas:101117932"
"HAMP"	"oas:100500730"
"NPBWR2"	"oas:101107300"
"ENC1"	"oas:101110224"
"FBXO15"	"oas:101101855"
"VWA7"	"oas:101103099"
"RRH"	"oas:101118787"
"COMMD2"	"oas:101120624"
"FOXN2"	"oas:101106923"
"IL34"	"oas:101113261"
"IL34"	"oas:101113261"
"MAG"	"oas:101118828"
"NACC2"	"oas:101117835"
"DNAJC12"	"oas:101102697"
"TAOK2"	"oas:101117721"
"AGPAT4"	"oas:101112654"
"PPP2R5D"	"oas:101110885"
"FAM217B"	"oas:101123227"
"HSD17B11"	"oas:101122787"
"KIF15"	"oas:101121554"
"KIF15"	"oas:101121554"
"CMKLR1"	"oas:101103843"
"POLI"	"oas:100037691"
"PIK3CG"	"oas:101102896"
"UBAC1"	"oas:101111530"
"SLIT2"	"oas:100125611"
"PARK2"	"oas:101123211"
"HTR4"	"oas:101117928"
"HTR4"	"oas:101117928"
"MMP13"	"oas:443113"
"MMP13"	"oas:443113"
"NETO1"	"oas:101102607"
"PPP1R3D"	"oas:101113779"
"CD22"	"oas:101102835"
"CD22"	"oas:101102835"
"WWTR1"	"oas:101120978"
"SLC26A9"	"oas:101111646"
"EEPD1"	"oas:101116563"
"CBLN2"	"oas:101112017"
"CBLN2"	"oas:101112017"
"KRTDAP"	"oas:101107125"
"ADGRE1"	"oas:101107096"
"QKI"	"oas:101113765"
"QKI"	"oas:101113765"
"FERMT3"	"oas:101115330"
"SDC2"	"oas:101111621"
"LPCAT3"	"oas:101108119"
"LPCAT3"	"oas:101108119"
"SF3B3"	"oas:101113518"
"ARHGEF28"	"oas:101112674"
"ATP23"	"oas:101118866"
"FBXO21"	"oas:100188916"
"DMKN"	"oas:101117186"
"YWHAH"	"oas:443301"
"WFDC5"	"oas:101110696"
"SIRT1"	"oas:101102956"
"MC3R"	"oas:101119579"
"C6orf118"	"oas:101114026"
"CCL14"	"oas:101115044"
"PI3"	"oas:101112137"
"STARD6"	"oas:101114232"
"BRCA1"	"oas:101108373"
"CTDSP2"	"oas:101114599"
"SBSN"	"oas:101120596"
"NIPSNAP1"	"oas:101121972"
"NAGPA"	"oas:101104545"
"NAGPA"	"oas:101104545"
"HERC4"	"oas:101103532"
"TM4SF4"	"oas:101121226"
"C1GALT1"	"oas:101116443"
"MSC"	"oas:101105828"
"C18orf54"	"oas:101119778"
"ZNF280B"	"oas:101118053"
"PDE10A"	"oas:101114027"
"ITGBL1"	"oas:101112990"
"GAPDHS"	"oas:101103587"
"TAZ"	"oas:101108456"
"TAZ"	"oas:101108456"
"HSD17B13"	"oas:101122359"
"SCN1A"	"oas:101123531"
"TMEM147"	"oas:101114801"
"DHRS13"	"oas:101121023"
"STXBP6"	"oas:101113888"
"GAD2"	"oas:101106448"
"T"	"oas:100049065"
"SYT11"	"oas:101120970"
"GALNT11"	"oas:101105153"
"UTP15"	"oas:101113099"
"NOVA1"	"oas:101114392"
"COL1A1"	"oas:443483"
"ATP4A"	"oas:101116166"
"FAM160A1"	"oas:101105280"
"SPZ1"	"oas:101103424"
"TM4SF1"	"oas:101121225"
"STN1"	"oas:101113351"
"RIT1"	"oas:101120119"
"UBXN11"	"oas:101116293"
"TTYH3"	"oas:101112110"
"TSPAN4"	"oas:101122149"
"CCL16"	"oas:101115290"
"RPS6KA2"	"oas:101114530"
"SYTL2"	"oas:101103681"
"CAMTA2"	"oas:101108500"
"RCOR1"	"oas:101121973"
"EFCAB2"	"oas:101106863"
"ZC4H2"	"oas:101111604"
"ANKRA2"	"oas:101113362"
"PUSL1"	"oas:101105015"
"HAUS5"	"oas:101116420"
"ZC3HC1"	"oas:101115452"
"NRDC"	"oas:101111671"
"NRDC"	"oas:101111671"
"GAR1"	"oas:101119047"
"TMEM74B"	"oas:105606206"
"KLHDC3"	"oas:101112265"
"CAMSAP1"	"oas:101118095"
"COX11"	"oas:101118455"
"TM4SF18"	"oas:101121735"
"SH3TC2"	"oas:101118695"
"RPS13"	"oas:101115399"
"FGFR1OP"	"oas:101112552"
"C16orf89"	"oas:101104548"
"F12"	"oas:100302340"
"MYPN"	"oas:101104119"
"RBM42"	"oas:101103835"
"SEPT7"	"oas:101116822"
"MMP12"	"oas:101119157"
"RAB3B"	"oas:101112608"
"PEX14"	"oas:101114292"
"CCR6"	"oas:101115284"
"ATOH7"	"oas:101104713"
"ETV2"	"oas:101119411"
"FBXO11"	"oas:101107682"
"COG4"	"oas:101113782"
"FOXG1"	"oas:101123074"
"PBLD"	"oas:101105627"
"KCNT1"	"oas:101118349"
"FAM135B"	"oas:101122366"
"SAPCD1"	"oas:101117626"
"ZBED6"	"oas:105615135"
"BTF3L4"	"oas:101112859"
"KLHDC10"	"oas:101106423"
"PAX1"	"oas:101102749"
"NUDT9"	"oas:100529154"
"TTLL2"	"oas:101114784"
"RAB27B"	"oas:101120036"
"PTPRA"	"oas:101101909"
"PTPRA"	"oas:101101909"
"UPK1A"	"oas:101117956"
"PRKAR2B"	"oas:101106003"
"CD226"	"oas:101112529"
"ZC3H12B"	"oas:101112028"
"TRPT1"	"oas:101122992"
"UNC93A"	"oas:101115038"
"RAB7B"	"oas:101115978"
"CCL5"	"oas:101115553"
"DNASE1L1"	"oas:101120146"
"DOK6"	"oas:101112783"
"TMEM174"	"oas:101114388"
"SLPI"	"oas:641306"
"IRAK2"	"oas:101122222"
"TMEM171"	"oas:101114643"
"LAS1L"	"oas:101112288"
"KIAA0907"	"oas:101121220"
"RUVBL1"	"oas:101113802"
"TRAF3"	"oas:101108537"
"MATN4"	"oas:101108412"
"HNRNPH3"	"oas:101104959"
"HNRNPH3"	"oas:101104959"
"VAV1"	"oas:101107354"
"NF2"	"oas:101120984"
"HNRNPU"	"oas:101107118"
"KMT2B"	"oas:101104086"
"AFDN"	"oas:101115800"
"IFITM10"	"oas:101122399"
"CCDC68"	"oas:101120290"
"TMEM219"	"oas:101117982"
"LFNG"	"oas:101112372"
"B3GALT2"	"oas:101121025"
"CCDC102B"	"oas:101103523"
"AVIL"	"oas:101114855"
"KIF25"	"oas:101116060"
"CEP85"	"oas:101112118"
"TESC"	"oas:101107820"
"GJD4"	"oas:101114890"
"IGFLR1"	"oas:101108594"
"FCHO2"	"oas:101114903"
"NPAS4"	"oas:101113970"
"NPAS4"	"oas:101113970"
"SPARCL1"	"oas:101123041"
"DACT2"	"oas:101116322"
"C1orf186"	"oas:101111896"
"TMX3"	"oas:101113033"
"TPP2"	"oas:101113507"
"TPP2"	"oas:101113507"
"TTC21B"	"oas:101102621"
"NBR1"	"oas:101109026"
"ABLIM3"	"oas:101118949"
"PHB2"	"oas:101122928"
"STXBP4"	"oas:101118709"
"TLR5"	"oas:554256"
"TCF4"	"oas:101120538"
"C11orf49"	"oas:101118987"
"SMOC2"	"oas:101116580"
"SMOC2"	"oas:101116580"
"PHF12"	"oas:101108667"
"RUFY2"	"oas:101102781"
"TMEM209"	"oas:101115958"
"PTDSS1"	"oas:101108059"
"LIN37"	"oas:101118211"
"KCTD13"	"oas:101118408"
"PHOX2A"	"oas:101103348"
"PTPN6"	"oas:101108643"
"CCDC185"	"oas:101103081"
"HSPB6"	"oas:101104335"
"FUK"	"oas:101117989"
"KHDRBS3"	"oas:101119650"
"TNPO1"	"oas:101115311"
"DSEL"	"oas:101103774"
"ZNF333"	"oas:105610504"
"ZNF333"	"oas:105610504"
"PRKD1"	"oas:101102016"
"PRKD1"	"oas:101102016"
"PACRGL"	"oas:101123211"
"MSH6"	"oas:101107426"
"RNF214"	"oas:101119244"
"CP"	"oas:100820744"
"CP"	"oas:100820744"
"MSN"	"oas:101117716"
"ZFYVE9"	"oas:101114400"
"SETD2"	"oas:101114649"
"HBP1"	"oas:101116893"
"HBP1"	"oas:101116893"
"CDH19"	"oas:101113295"
"CDH19"	"oas:101113295"
"EMD"	"oas:101116043"
"SOHLH1"	"oas:105607227"
"WDR27"	"oas:101117085"
"TXNL1"	"oas:101121817"
"ARHGAP33"	"oas:101105098"
"HERPUD2"	"oas:101117411"
"ACAP3"	"oas:101107717"
"C6orf120"	"oas:105613054"
"AVPR1B"	"oas:443050"
"FOXA2"	"oas:101103003"
"GRIFIN"	"oas:101118581"
"LCN9"	"oas:101118602"
"GRK6"	"oas:101107019"
"ZNF366"	"oas:101109391"
"DNA2"	"oas:101105877"
"BECN2"	"oas:101108148"
"PHF10"	"oas:101115467"
"TMEM126A"	"oas:101104354"
"PRODH2"	"oas:101105181"
"PRODH2"	"oas:101105181"
"NOA1"	"oas:101111633"
"SGCA"	"oas:101108143"
"MMP3"	"oas:101118895"
"GLT6D1"	"oas:101111786"
"PTCD2"	"oas:101115989"
"TCTE3"	"oas:106990126"
"DSPP"	"oas:101123300"
"BRK1"	"oas:101122468"
"DFFA"	"oas:101113497"
"DFFA"	"oas:101113497"
"ASPHD1"	"oas:101118658"
"ARHGEF2"	"oas:101121729"
"ARHGEF2"	"oas:101121729"
"TSFM"	"oas:101115108"
"ERMARD"	"oas:101117594"
"ST3GAL2"	"oas:101114207"
"PAEP"	"oas:443385"
"NPHS1"	"oas:101115895"
"CHML"	"oas:101120764"
"TMEM126B"	"oas:101104615"
"CDH7"	"oas:101109016"
"RBPJL"	"oas:101111217"
"COL28A1"	"oas:101115616"
"DLL1"	"oas:101117853"
"WDR7"	"oas:101113544"
"SERPINB8"	"oas:101104287"
"FANCD2OS"	"oas:101123076"
"HPS3"	"oas:101122241"
"METTL18"	"oas:101102324"
"SSMEM1"	"oas:101116225"
"THBD"	"oas:101103256"
"KCNK12"	"oas:101114768"
"KIRREL2"	"oas:101117442"
"SLC25A16"	"oas:101103035"
"AFAP1L1"	"oas:101119212"
"FAM120B"	"oas:101115971"
"METTL21C"	"oas:101113506"
"TRPA1"	"oas:101115717"
"TRPA1"	"oas:101115717"
"ADGRE3"	"oas:105610502"
"PIGC"	"oas:101107373"
"CDK2AP1"	"oas:101122554"
"MRPS27"	"oas:101116256"
"SEZ6L2"	"oas:101118917"
"PSMB1"	"oas:101122952"
"C12orf57"	"oas:101108904"
"MSH2"	"oas:101107944"
"EIF3B"	"oas:101112875"
"GALNT3"	"oas:101102875"
"APLP1"	"oas:101105352"
"APLP1"	"oas:101105352"
"TMEM114"	"oas:101105548"
"TET1"	"oas:101103534"
"ST8SIA3"	"oas:101114742"
"EIF4A3"	"oas:101121437"
"CC2D1B"	"oas:101114826"
"COX20"	"oas:101117005"
"HEATR9"	"oas:101111564"
"KCNIP4"	"oas:101101984"
"ONECUT2"	"oas:101114994"
"HMCN1"	"oas:101109289"
"PDCD2"	"oas:101118111"
"TBX20"	"oas:101117663"
"NFKBID"	"oas:101104928"
"ATN1"	"oas:101108293"
"NUDT22"	"oas:101123423"
"DNAH1"	"oas:101120490"
"TRIP10"	"oas:101107865"
"DDX19B"	"oas:105602050"
"DDX19B"	"oas:105602050"
"HCST"	"oas:101107544"
"TEX30"	"oas:101113769"
"TYROBP"	"oas:443208"
"SYT4"	"oas:101104950"
"CD93"	"oas:100302099"
"FBXW8"	"oas:106990146"
"DMP1"	"oas:101123558"
"LRFN3"	"oas:101104680"
"SLK"	"oas:101114150"
"MRPL11"	"oas:101114224"
"PPP1R9B"	"oas:101117778"
"HLTF"	"oas:101122911"
"CATSPER4"	"oas:101116549"
"CATSPER4"	"oas:101116549"
"SYNE4"	"oas:101119662"
"DLG2"	"oas:101104867"
"DLG2"	"oas:101104867"
"PIK3C3"	"oas:101105709"
"SH3YL1"	"oas:101111940"
"METTL21B"	"oas:101115529"
"MAP1B"	"oas:101116509"
"MAP1B"	"oas:101116509"
"IL11"	"oas:101120724"
"ACTRT2"	"oas:101102916"
"ALKBH6"	"oas:101105845"
"ARFGAP2"	"oas:101122735"
"KMT2C"	"oas:101115617"
"SSR2"	"oas:101122235"
"SSR2"	"oas:101122235"
"CLIP3"	"oas:101106102"
"CENPS"	"oas:101114968"
"CPA4"	"oas:101116474"
"METTL1"	"oas:101115780"
"FECH"	"oas:101115248"
"CCAR1"	"oas:101106390"
"ACP1"	"oas:101119876"
"ACP1"	"oas:101119876"
"OPTN"	"oas:101106703"
"PRPS1"	"oas:101106518"
"FLNA"	"oas:101120390"
"SDC4"	"oas:101108677"
"THAP8"	"oas:101105433"
"FANCD2"	"oas:101118223"
"EFCAB8"	"oas:105611329"
"C12orf65"	"oas:101118220"
"METTL22"	"oas:101105796"
"EPCAM"	"oas:100302339"
"TMEM18"	"oas:101112458"
"CARTPT"	"oas:101109912"
"CSRNP3"	"oas:101109781"
"DESI2"	"oas:101117263"
"CLEC17A"	"oas:101117076"
"VPS16"	"oas:101102580"
"VPS16"	"oas:101102580"
"ZFAT"	"oas:101119913"
"ABAT"	"oas:101105462"
"STOX1"	"oas:101103781"
"WDR62"	"oas:101106356"
"KDELC1"	"oas:101114030"
"SNTG2"	"oas:101112707"
"GYG1"	"oas:101103289"
"VSIG4"	"oas:101113203"
"SEC61A1"	"oas:101114060"
"SEC61A1"	"oas:101114060"
"ENO2"	"oas:101109164"
"NARS"	"oas:101108871"
"SPAG7"	"oas:101109106"
"MARCH9"	"oas:101119129"
"GRPEL2"	"oas:101119471"
"SAMD14"	"oas:101108668"
"KIAA0040"	"oas:105612224"
"PCYOX1L"	"oas:101119723"
"CABP7"	"oas:101122220"
"PRR7"	"oas:101122946"
"GZF1"	"oas:101103083"
"MCCC2"	"oas:101116765"
"CNKSR1"	"oas:101112380"
"OVOL3"	"oas:101107812"
"GBGT1"	"oas:101112039"
"PLEKHA7"	"oas:101120777"
"DDX50"	"oas:101106650"
"SNX8"	"oas:101113123"
"POLR2I"	"oas:101119152"
"GPR108"	"oas:101104824"
"G2E3"	"oas:101114906"
"G2E3"	"oas:101114906"
"TMEM106A"	"oas:101109284"
"TEDDM1"	"oas:101121187"
"TBCB"	"oas:101118890"
"VEGFB"	"oas:101115840"
"CPA3"	"oas:101123173"
"PXDN"	"oas:101112956"
"CDIPT"	"oas:101119178"
"UBQLN4"	"oas:101107407"
"ATP8B1"	"oas:101115500"
"CAPNS1"	"oas:678676"
"ORC1"	"oas:101115076"
"CDC42BPB"	"oas:101122467"
"FKBP2"	"oas:101101847"
"CLPB"	"oas:101121966"
"CLPB"	"oas:101121966"
"AARS"	"oas:101107295"
"APOBEC4"	"oas:101121695"
"KIAA1328"	"oas:101115087"
"USMG5"	"oas:101111410"
"CFI"	"oas:101119307"
"CFI"	"oas:101119307"
"CPA5"	"oas:101116902"
"CPA5"	"oas:101116902"
"PACSIN3"	"oas:101116087"
"TPGS2"	"oas:101106644"
"ZNF565"	"oas:101115223"
"CALM1"	"oas:101115216"
"HLF"	"oas:100192429"
"DBN1"	"oas:101123207"
"ZNF567"	"oas:101103664"
"MYT1L"	"oas:101113208"
"IL17B"	"oas:101119984"
"DDX21"	"oas:101104037"
"PDK2"	"oas:101108929"
"SH3D19"	"oas:101105530"
"CCDC90B"	"oas:101105956"
"C2orf61"	"oas:101115021"
"ZNF461"	"oas:101108072"
"NUDT1"	"oas:101114485"
"MMP1"	"oas:443113"
"KIF1BP"	"oas:101107066"
"COG5"	"oas:101106255"
"ZNF382"	"oas:101103416"
"CPB1"	"oas:101123433"
"PMM2"	"oas:101105711"
"SRGN"	"oas:101107327"
"HTR1A"	"oas:101105852"
"DPY19L2"	"oas:101117923"
"DPY19L2"	"oas:101117923"
"SEZ6"	"oas:101121277"
"PGS1"	"oas:101114106"
"HEPH"	"oas:101118648"
"LRRC23"	"oas:101109433"
"TSPAN31"	"oas:101116467"
"PGD"	"oas:443192"
"RALGDS"	"oas:101104305"
"VPS26A"	"oas:101104294"
"VPS26A"	"oas:101104294"
"ZFP82"	"oas:101122457"
"TSSC1"	"oas:101113469"
"MRM2"	"oas:101119526"
"ZNF593"	"oas:101112632"
"SRGAP2"	"oas:101116493"
"SRGAP2"	"oas:101116493"
"CPA1"	"oas:101117326"
"SCFD1"	"oas:101115160"
"BDP1"	"oas:101117279"
"BDP1"	"oas:101117279"
"SUN5"	"oas:101106350"
"PELI3"	"oas:101114654"
"TECR"	"oas:101117331"
"SCAND1"	"oas:101121366"
"MVP"	"oas:101119435"
"TRAPPC12"	"oas:101113733"
"CARHSP1"	"oas:101106225"
"PSMG3"	"oas:101119783"
"C1orf101"	"oas:101107374"
"ZNF829"	"oas:101107381"
"PCED1A"	"oas:101103001"
"FHOD3"	"oas:101115334"
"SLC10A2"	"oas:101114965"
"ADI1"	"oas:101108201"
"TP53TG5"	"oas:101109202"
"ST3GAL1"	"oas:101122606"
"PRPF38A"	"oas:101115326"
"ZNF585A"	"oas:101122971"
"FGFR2"	"oas:443548"
"SPIN4"	"oas:101109772"
"PDIK1L"	"oas:101112887"
"RAB25"	"oas:101123339"
"PDLIM7"	"oas:101123464"
"TERF1"	"oas:101110656"
"EMC3"	"oas:101101927"
"ZNF383"	"oas:101122210"
"SMIM15"	"oas:101107733"
"RCVRN"	"oas:101111206"
"MRPL2"	"oas:101107747"
"SUPV3L1"	"oas:101107569"
"TMEM184A"	"oas:101113904"
"ZNF527"	"oas:101101913"
"SCN2A"	"oas:101103126"
"NEDD4L"	"oas:101122748"
"NEDD4L"	"oas:101122748"
"TMEM235"	"oas:105616467"
"ZNF569"	"oas:101103915"
"BACE1"	"oas:101119667"
"RNFT2"	"oas:101108081"
"RNFT2"	"oas:101108081"
"HKDC1"	"oas:101107841"
"ZNF570"	"oas:101103173"
"DHX8"	"oas:101110072"
"COLEC11"	"oas:101120299"
"NDUFB7"	"oas:101121851"
"ITGA3"	"oas:101118038"
"AMER1"	"oas:101110818"
"MCM10"	"oas:101106958"
"TTC7A"	"oas:101108206"
"ZNF420"	"oas:101102414"
"NDRG1"	"oas:101120172"
"DBNDD2"	"oas:101109472"
"ALLC"	"oas:101121064"
"BLCAP"	"oas:101103339"
"SCNN1D"	"oas:101105267"
"TPI1"	"oas:101108565"
"MOCOS"	"oas:101115591"
"AGAP2"	"oas:101116895"
"AGAP2"	"oas:101116895"
"ZIC1"	"oas:101104550"
"OBSCN"	"oas:101121853"
"DCDC2C"	"oas:101114755"
"CEL"	"oas:100144424"
"CEP41"	"oas:101117581"
"CEP41"	"oas:101117581"
"NAIP"	"oas:101110450"
"EFNB2"	"oas:101115469"
"ELP2"	"oas:101107058"
"BIRC5"	"oas:101123390"
"STOM"	"oas:101112943"
"GAPT"	"oas:101110362"
"DDB2"	"oas:101116344"
"KBTBD12"	"oas:101107230"
"AFMID"	"oas:101123646"
"CLIC1"	"oas:101118140"
"CRELD1"	"oas:101102184"
"CRELD1"	"oas:101102184"
"TRIM63"	"oas:101113132"
"ZIC4"	"oas:101102113"
"USP7"	"oas:101112604"
"MEX3A"	"oas:101107659"
"TMEM239"	"oas:101113000"
"GSN"	"oas:100579169"
"NAPB"	"oas:101103338"
"KLC4"	"oas:101113441"
"ALPK2"	"oas:101116008"
"GIPC1"	"oas:101122352"
"ARGLU1"	"oas:101115718"
"MMP8"	"oas:101120601"
"GTSF1L"	"oas:101107620"
"ZMAT5"	"oas:101108518"
"LMNA"	"oas:101107924"
"SLC30A2"	"oas:101117314"
"HK1"	"oas:101118932"
"HK1"	"oas:101118932"
"CD70"	"oas:101105074"
"TKTL1"	"oas:101109516"
"TKTL1"	"oas:101109516"
"ZCCHC11"	"oas:101115584"
"PIGT"	"oas:101111989"
"RAB14"	"oas:101121568"
"RAB14"	"oas:101121568"
"SCN3A"	"oas:101103874"
"TNFSF9"	"oas:101108388"
"SBSPON"	"oas:101116238"
"COCH"	"oas:101104873"
"GBA3"	"oas:101103396"
"ENO3"	"oas:443086"
"WDR87"	"oas:101109732"
"PLSCR5"	"oas:101102609"
"PLSCR5"	"oas:101102609"
"DDAH2"	"oas:101118391"
"PDPR"	"oas:101115897"
"TUBB4A"	"oas:105609865"
"ERICH1"	"oas:101102370"
"GPX7"	"oas:101115673"
"PIPOX"	"oas:101108928"
"IL17RC"	"oas:101123416"
"SIPA1L3"	"oas:101109993"
"MALT1"	"oas:101116274"
"MALT1"	"oas:101116274"
"MCFD2"	"oas:101108469"
"CNTRL"	"oas:101115515"
"FAM159A"	"oas:101115930"
"USP5"	"oas:101109954"
"ACTBL2"	"oas:101110871"
"UBQLN2"	"oas:101114677"
"DPF1"	"oas:101120820"
"PIGF"	"oas:101109604"
"POLR2B"	"oas:101111368"
"MEST"	"oas:101118099"
"MPHOSPH9"	"oas:101118475"
"ARHGEF37"	"oas:101121007"
"KLF8"	"oas:101114934"
"PPP1R14A"	"oas:101110786"
"COA7"	"oas:101117768"
"C8orf89"	"oas:101106597"
"GTF3C5"	"oas:101112549"
"SLC39A6"	"oas:100302554"
"RPS3A"	"oas:101106110"
"OCLN"	"oas:101118304"
"SPINT2"	"oas:101110167"
"C16orf72"	"oas:101106302"
"FOXR2"	"oas:101115184"
"PKN1"	"oas:101118101"
"TACR2"	"oas:101108103"
"PCF11"	"oas:101106469"
"PCF11"	"oas:101106469"
"GDF6"	"oas:101108925"
"YIF1B"	"oas:101111045"
"ADSS"	"oas:101107881"
"DLX3"	"oas:101109372"
"GFI1B"	"oas:101112798"
"DDX41"	"oas:101102307"
