"id"	"oas"
"C10orf90"	"oas:101116691"
"RTKN"	"oas:101117148"
"SLC19A1"	"oas:101110110"
"RAB3GAP2"	"oas:101105266"
"ZNF7"	"oas:101112888"
"LYRM2"	"oas:101109621"
"PBX3"	"oas:101105732"
"PBX3"	"oas:101105732"
"RORB"	"oas:100169935"
"STK26"	"oas:101120307"
"RNF10"	"oas:101107266"
"JARID2"	"oas:101113542"
"NFIC"	"oas:101118187"
"ANKRD6"	"oas:101112823"
"SLC26A8"	"oas:101119854"
"ANXA1"	"oas:101123269"
"RCAN1"	"oas:443255"
"SLC39A12"	"oas:101111648"
"SLC39A12"	"oas:101111648"
"TKFC"	"oas:101106378"
"USP12"	"oas:101107242"
"USP12"	"oas:101107242"
"WBP1"	"oas:101117742"
"ACSM5"	"oas:101112785"
"HRC"	"oas:101121943"
"COX15"	"oas:100170322"
"ZC3H18"	"oas:101106788"
"IPO7"	"oas:101105184"
"ATP8B3"	"oas:101116987"
"FAU"	"oas:101106472"
"MOGS"	"oas:101118003"
"GPR153"	"oas:101122042"
"ARHGAP39"	"oas:101106270"
"CFAP221"	"oas:101112377"
"TFAP2D"	"oas:101103191"
"WASF3"	"oas:101114880"
"MRPL53"	"oas:101118259"
"CA5B"	"oas:101104372"
"THAP12"	"oas:101108951"
"ZNF791"	"oas:101102642"
"PCBP3"	"oas:101110640"
"ALDH1A1"	"oas:443343"
"GPR142"	"oas:101105673"
"MRPS6"	"oas:101120370"
"BTBD17"	"oas:101105933"
"RBM47"	"oas:101115877"
"RBM47"	"oas:101115877"
"CDH9"	"oas:101120845"
"DDX10"	"oas:101106358"
"DDX10"	"oas:101106358"
"PTGIS"	"oas:101116418"
"CLGN"	"oas:101115069"
"NFKB1"	"oas:101108228"
"CCDC142"	"oas:101106927"
"TRPM4"	"oas:101110084"
"MSH4"	"oas:101120967"
"FLNB"	"oas:101102253"
"TMC1"	"oas:101114592"
"TMC1"	"oas:101114592"
"GATA5"	"oas:100820750"
"CDK8"	"oas:101115551"
"VPREB3"	"oas:101118561"
"WNT5B"	"oas:101121415"
"MED24"	"oas:101106089"
"LBX2"	"oas:101118683"
"RRAGD"	"oas:101114114"
"TANC2"	"oas:101102073"
"ZFAND5"	"oas:100302558"
"MAPKAP1"	"oas:443294"
"MS4A2"	"oas:443203"
"RNF6"	"oas:101115804"
"NRAP"	"oas:101122236"
"RNF123"	"oas:101117200"
"IGSF1"	"oas:101104446"
"AKR1E2"	"oas:101110956"
"GPNMB"	"oas:101109959"
"PCGF1"	"oas:101118935"
"MCRIP2"	"oas:101103115"
"ATXN3"	"oas:100171397"
"GDA"	"oas:101108971"
"GDA"	"oas:101108971"
"CDH10"	"oas:101117364"
"CELF5"	"oas:101118445"
"TLX2"	"oas:101119197"
"NEDD1"	"oas:101122681"
"FMO4"	"oas:101105344"
"KIF19"	"oas:101106188"
"POP5"	"oas:101119586"
"UBE2J1"	"oas:101110601"
"CEP250"	"oas:101120102"
"IL15RA"	"oas:101107377"
"C9orf85"	"oas:101101954"
"C8orf82"	"oas:101118030"
"MRPL49"	"oas:101106725"
"DQX1"	"oas:101119457"
"SETD1B"	"oas:101103509"
"FURIN"	"oas:101104443"
"SLC37A3"	"oas:101106421"
"CUTC"	"oas:101119521"
"INPP5K"	"oas:101115806"
"HTRA3"	"oas:101119395"
"DCPS"	"oas:101114475"
"ABHD17B"	"oas:101102206"
"UXT"	"oas:101113233"
"CLINT1"	"oas:101113932"
"AUP1"	"oas:101119707"
"ATG7"	"oas:101121977"
"GABRR2"	"oas:101110852"
"FZD9"	"oas:101114236"
"MCM4"	"oas:101105420"
"TMEM41B"	"oas:101105684"
"ASB17"	"oas:101121217"
"HTRA2"	"oas:101120228"
"VPS11"	"oas:101106105"
"GABRR1"	"oas:101114365"
"TNK1"	"oas:101114860"
"TMEM2"	"oas:101105130"
"CDH12"	"oas:101106077"
"ADIPOR2"	"oas:101116044"
"LRRC24"	"oas:101106533"
"PPP1R10"	"oas:101105696"
"COL6A1"	"oas:101111927"
"GAPVD1"	"oas:101105988"
"ARHGAP36"	"oas:100913153"
"ARHGAP36"	"oas:100913153"
"MS4A7"	"oas:101112761"
"ZBTB37"	"oas:101114454"
"AP1S2"	"oas:101104633"
"AP1S2"	"oas:101104633"
"HES3"	"oas:106991454"
"ELK1"	"oas:101113988"
"LOXL3"	"oas:101119969"
"SLC6A16"	"oas:101110614"
"CACNA2D4"	"oas:101116306"
"TFAP2B"	"oas:101103431"
"TFAP2B"	"oas:101103431"
"LRRC14"	"oas:101106780"
"MALSU1"	"oas:101110227"
"ATP6V0D2"	"oas:101117677"
"GC"	"oas:101117899"
"GC"	"oas:101117899"
"DOK1"	"oas:101120650"
"PM20D2"	"oas:101111105"
"RPP21"	"oas:101106887"
"TMEM138"	"oas:101106893"
"REXO1"	"oas:101117249"
"B4GALT5"	"oas:101116670"
"TRPM3"	"oas:101103123"
"CDK2AP2"	"oas:101111140"
"IL17C"	"oas:101107039"
"CD37"	"oas:101110864"
"CASP7"	"oas:101122741"
"PIGK"	"oas:101121726"
"M1AP"	"oas:101107432"
"ST3GAL4"	"oas:100127212"
"PTPN4"	"oas:101112629"
"NSUN7"	"oas:101116146"
"CRLF3"	"oas:101116414"
"IL2RA"	"oas:443435"
"IL2RA"	"oas:443435"
"FKBP6"	"oas:101116010"
"FKBP6"	"oas:101116010"
"EMSY"	"oas:101111315"
"VGLL4"	"oas:101106039"
"NCLN"	"oas:101118268"
"MAPK14"	"oas:100217411"
"PNRC1"	"oas:101114874"
"TMEM216"	"oas:101107146"
"TMEM216"	"oas:101107146"
"CABP2"	"oas:101120205"
"BLM"	"oas:101111816"
"RBBP8NL"	"oas:101120938"
"CFP"	"oas:101114678"
"MS4A14"	"oas:101114976"
"SEMA4F"	"oas:101120908"
"COL6A2"	"oas:101106490"
"CACNB2"	"oas:101112498"
"DNAI2"	"oas:101113084"
"THRA"	"oas:101113021"
"EPB41L5"	"oas:101112882"
"CPSF2"	"oas:101113701"
"ZNF672"	"oas:101104149"
"PSKH2"	"oas:101113079"
"UBE2V2"	"oas:101111640"
"KLF9"	"oas:101104718"
"CABIN1"	"oas:101112167"
"IGFBP1"	"oas:443132"
"ITSN1"	"oas:101120620"
"ITSN1"	"oas:101120620"
"HK2"	"oas:101107690"
"RNF207"	"oas:101117952"
"RNGTT"	"oas:101111376"
"MAML3"	"oas:101115315"
"SMC5"	"oas:101104964"
"CDH18"	"oas:101119421"
"CDH18"	"oas:101119421"
"RECQL4"	"oas:101107029"
"TRAF3IP3"	"oas:101121532"
"PRRC2C"	"oas:101105586"
"ACSM1"	"oas:101120375"
"ACOX3"	"oas:101119642"
"TACR1"	"oas:101122011"
"KLF6"	"oas:101111475"
"EFCAB1"	"oas:101104868"
"DKKL1"	"oas:101105351"
"HSPA5"	"oas:780447"
"SERPINC1"	"oas:443407"
"UBE2D1"	"oas:101120209"
"MAMDC2"	"oas:101105215"
"NSUN5"	"oas:101114486"
"AK5"	"oas:101121984"
"CD83"	"oas:101103355"
"CD83"	"oas:101103355"
"CPSF7"	"oas:101107398"
"RNASE4"	"oas:101114275"
"CCDC155"	"oas:101105594"
"CCDC155"	"oas:101105594"
"CISD1"	"oas:101120458"
"MLEC"	"oas:101112765"
"RABEPK"	"oas:101106502"
"CRTC3"	"oas:101104349"
"CRTC3"	"oas:101104349"
"CTPS2"	"oas:101105631"
"IPMK"	"oas:101120714"
"FHL2"	"oas:101122510"
"C9orf135"	"oas:101105471"
"FTCD"	"oas:101106741"
"FTCD"	"oas:101106741"
"SYVN1"	"oas:101121218"
"PDE4C"	"oas:101111282"
"PDE4C"	"oas:101111282"
"CA2"	"oas:100125620"
"SPACA1"	"oas:101112231"
"MARK1"	"oas:101105515"
"ACE"	"oas:100144424"
"C2orf49"	"oas:101123107"
"DCP1B"	"oas:101121671"
"IGF2BP3"	"oas:101110498"
"PTAR1"	"oas:101105722"
"PTAR1"	"oas:101105722"
"S1PR4"	"oas:101118697"
"GNL1"	"oas:101107186"
"AKIRIN2"	"oas:100820738"
"SLC24A4"	"oas:101113961"
"SLC25A3"	"oas:101109144"
"WDR90"	"oas:101103368"
"MYO10"	"oas:101102178"
"RALB"	"oas:101113566"
"RALB"	"oas:101113566"
"PITPNA"	"oas:101116240"
"RBM17"	"oas:101113165"
"TGFBRAP1"	"oas:101123361"
"RNF145"	"oas:101115120"
"LRRC32"	"oas:101112256"
"ACSM4"	"oas:101120794"
"SCAMP4"	"oas:101119982"
"GFY"	"oas:101111387"
"SPATC1L"	"oas:101112184"
"HMBS"	"oas:100528012"
"FOXH1"	"oas:101115972"
"MGST2"	"oas:101115574"
"APBA1"	"oas:101105978"
"APBA1"	"oas:101105978"
"CABLES2"	"oas:101121191"
"GPR45"	"oas:101123617"
"ORC3"	"oas:101115929"
"MS4A5"	"oas:101113009"
"CRYZL1"	"oas:101121053"
"ZBTB33"	"oas:101112197"
"GNA15"	"oas:101118952"
"RHOF"	"oas:100147794"
"ZC3H12C"	"oas:101106107"
"ZC3H12C"	"oas:101106107"
"MRPS9"	"oas:101102050"
"PPP6C"	"oas:101106922"
"RARS2"	"oas:101112906"
"ABCC2"	"oas:101119776"
"MAPK13"	"oas:100194428"
"FAM189A2"	"oas:101116128"
"ATP8A2"	"oas:101115632"
"MVD"	"oas:101106706"
"RC3H1"	"oas:101114887"
"ZZZ3"	"oas:101122232"
"SYN1"	"oas:101102021"
"SYN1"	"oas:101102021"
"SLC9A8"	"oas:101116928"
"DONSON"	"oas:101112786"
"SUZ12"	"oas:101116666"
"S100G"	"oas:101105882"
"TRH"	"oas:100310794"
"HSD11B1"	"oas:101109443"
"TMEM182"	"oas:101102300"
"LSS"	"oas:101106995"
"SLC43A2"	"oas:101103249"
"NR1D1"	"oas:100174903"
"KIRREL3"	"oas:101114734"
"KIRREL3"	"oas:101114734"
"SLC17A7"	"oas:101111653"
"SNAI2"	"oas:100127220"
"TMEM255A"	"oas:101112455"
"TMEM255A"	"oas:101112455"
"USP33"	"oas:101122479"
"MFSD9"	"oas:101108476"
"MFSD9"	"oas:101108476"
"CSNK1G2"	"oas:101120239"
"SON"	"oas:101113811"
"UNC119B"	"oas:101113013"
"AMIGO3"	"oas:105603614"
"RPL22"	"oas:101117207"
"TTYH2"	"oas:101106445"
"RAB19"	"oas:101106677"
"SLC35A1"	"oas:101113155"
"SLC9A2"	"oas:101108738"
"SDHAF2"	"oas:101107829"
"GLI2"	"oas:101114169"
"IQGAP1"	"oas:101104610"
"FXN"	"oas:100145864"
"C22orf15"	"oas:101109829"
"PIH1D1"	"oas:101105844"
"KIFC2"	"oas:101107533"
"UBLCP1"	"oas:101115364"
"SETD7"	"oas:101115990"
"APBB2"	"oas:101116399"
"SYAP1"	"oas:101106142"
"IKBIP"	"oas:101123198"
"IKBIP"	"oas:101123198"
"SLC9A4"	"oas:101109006"
"SNAI3"	"oas:101107302"
"C1orf115"	"oas:101105767"
"RIN3"	"oas:101120547"
"BTBD2"	"oas:101120743"
"PIP5K1B"	"oas:101107667"
"PIP5K1B"	"oas:101107667"
"GNA11"	"oas:101119215"
"FAM134B"	"oas:101120110"
"DENND5A"	"oas:101123580"
"IL18RAP"	"oas:101109262"
"DOCK1"	"oas:101123187"
"DOCK1"	"oas:101123187"
"MS4A1"	"oas:101114976"
"PFKFB3"	"oas:101107621"
"ZNF622"	"oas:101102424"
"ZWINT"	"oas:101115332"
"SCAI"	"oas:101111873"
"MCM3AP"	"oas:101112441"
"ALDH16A1"	"oas:101111900"
"ATP1B4"	"oas:101113044"
"RNASE11"	"oas:101116734"
"TMEM252"	"oas:101108366"
"IL18R1"	"oas:101102552"
"MIGA1"	"oas:101109140"
"PPP1R32"	"oas:101108090"
"FBXL7"	"oas:101102932"
"FBXL7"	"oas:101102932"
"SCARF1"	"oas:101103492"
"ETS1"	"oas:101114986"
"ETS1"	"oas:101114986"
"C6orf163"	"oas:101114025"
"PGM5"	"oas:101108630"
"THUMPD1"	"oas:101121057"
"CHCHD10"	"oas:101110091"
"ANKH"	"oas:101121602"
"PKHD1L1"	"oas:101117676"
"PKHD1L1"	"oas:101117676"
"IL1RL1"	"oas:101109529"
"CTU2"	"oas:101106960"
"CTU2"	"oas:101106960"
"SPATA2"	"oas:105612042"
"OTULIN"	"oas:100101233"
"CA3"	"oas:100462675"
"FOXD4L1"	"oas:101116383"
"ACADS"	"oas:101119850"
"SNTG1"	"oas:101112575"
"SNTG1"	"oas:101112575"
"BRPF3"	"oas:101120116"
"KCNH6"	"oas:101102319"
"NLGN2"	"oas:101120588"
"TFCP2L1"	"oas:101114420"
"IL1RL2"	"oas:101102800"
"RPS21"	"oas:101104105"
"NUP58"	"oas:101115885"
"TRMT44"	"oas:101120164"
"ZNF292"	"oas:101115376"
"MARC2"	"oas:101123395"
"YBEY"	"oas:101112692"
"PITRM1"	"oas:101111987"
"APAF1"	"oas:100135699"
"SOWAHA"	"oas:101118273"
"GART"	"oas:101121731"
"FLT3LG"	"oas:780525"
"MS4A13"	"oas:101113527"
"SLMAP"	"oas:101123588"
"SLMAP"	"oas:101123588"
"LAMB3"	"oas:101105176"
"IL1R1"	"oas:101103054"
"IL12B"	"oas:443472"
"TRA2A"	"oas:100171398"
"ZSCAN2"	"oas:101106119"
"ZSCAN2"	"oas:101106119"
"AES"	"oas:105616272"
"MST1"	"oas:101116433"
"RNF114"	"oas:101122045"
"CGA"	"oas:443538"
"TMEM50B"	"oas:101122237"
"TIMP1"	"oas:443331"
"SPDYC"	"oas:101121472"
"IL1R2"	"oas:101103308"
"FAM105A"	"oas:101103673"
"FAM105A"	"oas:101103673"
"MMP11"	"oas:101110364"
"LGMN"	"oas:678680"
"ACSM3"	"oas:101121307"
"GSTP1"	"oas:101120874"
"GSTP1"	"oas:101120874"
"MARC1"	"oas:101123651"
"IFNGR2"	"oas:101122484"
"GOLGA1"	"oas:101107341"
"C21orf58"	"oas:105606174"
"WDR73"	"oas:101108342"
"DOCK8"	"oas:101116636"
"DOCK8"	"oas:101116636"
"SNAI1"	"oas:101117440"
"PLEKHS1"	"oas:101122996"
"PLEKHS1"	"oas:101122996"
"FLI1"	"oas:101108790"
"RAB3A"	"oas:101123284"
"CCDC126"	"oas:101110932"
"LAMP2"	"oas:101113307"
"LAMP2"	"oas:101113307"
"SHROOM1"	"oas:101121169"
"TMEM120B"	"oas:101123070"
"NMB"	"oas:101109757"
"SYT7"	"oas:101109661"
"SYNCRIP"	"oas:101115037"
"NEXN"	"oas:101122738"
"IFNAR1"	"oas:443126"
"TXLNG"	"oas:101106399"
"MAP4K4"	"oas:101109789"
"RPS11"	"oas:100037666"
"CYHR1"	"oas:101113858"
"CYHR1"	"oas:101113858"
"CPZ"	"oas:101120411"
"RNF166"	"oas:101107546"
"UCHL1"	"oas:101117250"
"TMCC1"	"oas:101122729"
"MTMR6"	"oas:101116065"
"DPAGT1"	"oas:101107219"
"FCGRT"	"oas:100144766"
"HIP1"	"oas:101107061"
"ADAMTS3"	"oas:101102903"
"ADAMTS3"	"oas:101102903"
"RFX8"	"oas:101110048"
"DENND2A"	"oas:101112131"
"TTC1"	"oas:101105376"
"SEC11A"	"oas:101108862"
"KANK1"	"oas:101109511"
"NSUN6"	"oas:101113514"
"DUSP10"	"oas:101106025"
"NOSIP"	"oas:101106872"
"PCDH15"	"oas:101115841"
"CREG2"	"oas:101110318"
"RABGAP1L"	"oas:101115296"
"VSTM2A"	"oas:101105322"
"PWWP2A"	"oas:101115124"
"DMRT1"	"oas:101110028"
"PRR3"	"oas:101111270"
"MPV17L2"	"oas:101109794"
"CLASP1"	"oas:101114679"
"PCMTD1"	"oas:101112825"
"GDF9"	"oas:100217402"
"PNPLA1"	"oas:101120362"
"SNX14"	"oas:101116152"
"DMRT3"	"oas:101116889"
"SLC39A8"	"oas:101108488"
"CASC3"	"oas:101107033"
"CASC3"	"oas:101107033"
"ACER3"	"oas:101112511"
"PRKCQ"	"oas:101113426"
"CNOT11"	"oas:101103552"
"SPPL3"	"oas:101120111"
"SPPL3"	"oas:101120111"
"DMRT2"	"oas:101110302"
"ZNF592"	"oas:101109304"
"CLTC"	"oas:101107114"
"PRRG2"	"oas:101107127"
"CUL4B"	"oas:101113913"
"CUL4B"	"oas:101113913"
"RANBP9"	"oas:101114566"
"ARAF"	"oas:100305131"
"SMARCB1"	"oas:101110622"
"SMARCB1"	"oas:101110622"
"ERI2"	"oas:101121562"
"ERI2"	"oas:101121562"
"TBC1D8"	"oas:101103960"
"FUBP1"	"oas:101123163"
"FUBP1"	"oas:101123163"
"PCNT"	"oas:101107254"
"DBF4"	"oas:101111186"
"SMARCA2"	"oas:101110736"
"SPEM1"	"oas:101120848"
"ARPC5L"	"oas:100037671"
"FABP6"	"oas:101116051"
"LEAP2"	"oas:101121678"
"C6orf222"	"oas:101123243"
"RRAS"	"oas:101107545"
"C17orf74"	"oas:101121106"
"CECR5"	"oas:101117069"
"TLE2"	"oas:101118525"
"DCAF7"	"oas:101102573"
"TRIO"	"oas:101112610"
"KCNJ5"	"oas:101116101"
"NCAPD3"	"oas:101115229"
"CA1"	"oas:101112447"
"NT5E"	"oas:101116406"
"NPAS2"	"oas:101104647"
"RDX"	"oas:100307046"
"RDX"	"oas:100307046"
"PKHD1"	"oas:101117676"
"WDR38"	"oas:101107940"
"IFI30"	"oas:100534647"
"IFI30"	"oas:100534647"
"GOLGA5"	"oas:101114646"
"C5orf24"	"oas:101104063"
"SDK2"	"oas:101106954"
"NDUFV1"	"oas:101121129"
"SCAF1"	"oas:101112717"
"OLFML2A"	"oas:101112387"
"PDCL3"	"oas:101105318"
"RBBP7"	"oas:101106657"
"RBBP7"	"oas:101106657"
"VLDLR"	"oas:101117143"
"VLDLR"	"oas:101117143"
"CAMK1G"	"oas:101105428"
"ALPK3"	"oas:105603294"
"NMS"	"oas:101105563"
"IFNAR2"	"oas:443363"
"ZNF157"	"oas:101117142"
"TONSL"	"oas:101116737"
"PRPF8"	"oas:101116489"
"PUS1"	"oas:100302353"
"TBX18"	"oas:101117084"
"CHST10"	"oas:101110832"
"KCNV2"	"oas:101117399"
"REPS2"	"oas:101107070"
"DNAJB4"	"oas:101101935"
"NIFK"	"oas:101115762"
"MIPEP"	"oas:101116412"
"MIPEP"	"oas:101116412"
"MAP3K3"	"oas:101122537"
"DNMBP"	"oas:101120033"
"PAXBP1"	"oas:101123253"
"LONRF2"	"oas:101111088"
"PXT1"	"oas:101123506"
"NOL7"	"oas:101103849"
"IRF3"	"oas:780485"
"PUM3"	"oas:101110997"
"TSN"	"oas:101120620"
"CCL26"	"oas:101117297"
"BCL2L12"	"oas:101112670"
"PIEZO1"	"oas:101107813"
"TLE6"	"oas:101119725"
"CCL24"	"oas:101117556"
"CHGA"	"oas:101114907"
"TMEM102"	"oas:101121359"
"TMEM102"	"oas:101121359"
"SLC28A1"	"oas:101109565"
"EPC1"	"oas:101113778"
"FAM71C"	"oas:106990344"
"RAPGEFL1"	"oas:101105585"
"MORN3"	"oas:101123583"
"RFX3"	"oas:101111519"
"LRPAP1"	"oas:101121173"
"LRPAP1"	"oas:101121173"
"HHIPL2"	"oas:101102325"
"USP11"	"oas:101113742"
"TNFRSF19"	"oas:101116664"
"CECR1"	"oas:101121925"
"NR6A1"	"oas:100302637"
"REV1"	"oas:101105811"
"FDX1"	"oas:101112813"
"CCNJL"	"oas:101115368"
"CCNJL"	"oas:101115368"
"CPN1"	"oas:101120287"
"JMJD8"	"oas:101104116"
"CAPN5"	"oas:101113269"
"C2CD2L"	"oas:101107467"
"ARHGAP32"	"oas:101116614"
"DIP2A"	"oas:101107497"
"DIP2A"	"oas:101107497"
"GLIS3"	"oas:101111939"
"ADCK2"	"oas:101106933"
"RHBDD2"	"oas:101117813"
"PDE8A"	"oas:101105363"
"DCLRE1A"	"oas:101123252"
"MCTS1"	"oas:101114335"
"ADM5"	"oas:101108073"
"APEH"	"oas:101103273"
"LIMD2"	"oas:101103078"
"GIPC2"	"oas:101102349"
"GIPC2"	"oas:101102349"
"KCTD20"	"oas:101120959"
"MRAP2"	"oas:101117592"
"BANK1"	"oas:101122360"
"SLC1A1"	"oas:443514"
"SLC1A1"	"oas:443514"
"SLC1A1"	"oas:443514"
"EIF5B"	"oas:101106067"
"EIF5B"	"oas:101106067"
"PTGFR"	"oas:101111151"
"C1QTNF2"	"oas:101115622"
"FGF11"	"oas:101122038"
"ABCF1"	"oas:101103598"
"AFF4"	"oas:101121933"
"ST18"	"oas:101106440"
"CPT1C"	"oas:101113171"
"SPATA6L"	"oas:101112453"
"DENND6A"	"oas:101102518"
"DENND6A"	"oas:101102518"
"FBXL12"	"oas:101110231"
"SYNJ1"	"oas:101101853"
"TXNDC9"	"oas:101106316"
"ZNF77"	"oas:101121510"
"SACS"	"oas:101116919"
"COX18"	"oas:101103154"
"IFI44L"	"oas:101103357"
"NR5A1"	"oas:443464"
"RPS25"	"oas:443521"
"PLPP6"	"oas:105608000"
"CHD5"	"oas:101113220"
"TAF1A"	"oas:101106607"
"PTPN1"	"oas:101116547"
"ZNF555"	"oas:101119303"
"SGCG"	"oas:101116584"
"LYG2"	"oas:101106835"
"S100B"	"oas:101113190"
"STRADA"	"oas:100302087"
"VPS28"	"oas:101107800"
"CDC37L1"	"oas:101112951"
"ZNF554"	"oas:101119043"
"ERGIC3"	"oas:101116752"
"IFI44"	"oas:101110473"
"MRPS24"	"oas:101122388"
"STUB1"	"oas:101103864"
"RIPPLY2"	"oas:101116153"
"SFMBT2"	"oas:101114040"
"SYCE1"	"oas:105602053"
"POR"	"oas:497117"
"AK3"	"oas:101113201"
"NDUFB2"	"oas:101107189"
"MITD1"	"oas:101107510"
"FGF9"	"oas:101116844"
"FGF9"	"oas:101116844"
"TSKS"	"oas:101108334"
"PIN1"	"oas:101120647"
"RAB33B"	"oas:101105602"
"ITPK1"	"oas:101115161"
"RCL1"	"oas:101113654"
"CAPN1"	"oas:101104198"
"TSGA10"	"oas:101108208"
"SLU7"	"oas:101116571"
"PRMT2"	"oas:101113453"
"NHS"	"oas:101114450"
"UTP6"	"oas:101122957"
"CECR2"	"oas:101117325"
"UHRF1BP1L"	"oas:101104223"
"CDK16"	"oas:101116802"
"JAK2"	"oas:101113909"
"SLC39A4"	"oas:101108060"
"MYRF"	"oas:101123023"
"KIAA1211L"	"oas:101111874"
"TMEM251"	"oas:101115406"
"PLXNA2"	"oas:101122043"
"THOP1"	"oas:101119557"
"ATP6V1E1"	"oas:494438"
"THEMIS"	"oas:101111945"
"GRIA3"	"oas:443273"
"INSL6"	"oas:101114333"
"CCDC47"	"oas:101103333"
"MGAT4A"	"oas:101108820"
"DNAH5"	"oas:101104179"
"ULK1"	"oas:101117701"
"PLGRKT"	"oas:101114587"
"BCL2L13"	"oas:101117580"
"ZCCHC10"	"oas:101122354"
"CD274"	"oas:101115003"
"ADGRD2"	"oas:101113403"
"FBXO25"	"oas:101113718"
"FBXO25"	"oas:101113718"
"CDT1"	"oas:101108074"
"SCML1"	"oas:101103129"
"AP2A1"	"oas:101108595"
"UNC50"	"oas:101109083"
"BID"	"oas:101117837"
"LAMA5"	"oas:101121444"
"HSPA4"	"oas:101122782"
"PDCD1LG2"	"oas:101115510"
"COA5"	"oas:101117267"
"ADCY1"	"oas:101111248"
"RAI2"	"oas:101119359"
"RAI2"	"oas:101119359"
"ADGRL4"	"oas:101103604"
"ADGRL4"	"oas:101103604"
"MBL2"	"oas:101116362"
"SIRT5"	"oas:101104099"
"CHRNB1"	"oas:101121614"
"MYOC"	"oas:100286738"
"ITIH5"	"oas:101114543"
"UBR7"	"oas:101113015"
"ORAI1"	"oas:101102013"
"ORAI1"	"oas:101102013"
"SGTA"	"oas:101119816"
"DDX42"	"oas:101103580"
"TDRP"	"oas:101107761"
"MLLT11"	"oas:101111063"
"RIC1"	"oas:101115510"
"OLFM2"	"oas:101114701"
"URGCP"	"oas:101122140"
"URGCP"	"oas:101122140"
"BARX2"	"oas:443110"
"CNTNAP5"	"oas:101116541"
"PTPRK"	"oas:101116916"
"ARHGAP20"	"oas:101106623"
"INPP4A"	"oas:101109605"
"INPP4A"	"oas:101109605"
"DCUN1D3"	"oas:101122244"
"APRT"	"oas:101113505"
"TMEM120A"	"oas:101118071"
"MICU2"	"oas:101117172"
"SCUBE2"	"oas:101102010"
"SCUBE2"	"oas:101102010"
"ACTR6"	"oas:101104475"
"BSN"	"oas:101123422"
"ARF4"	"oas:100302304"
"CDC42EP4"	"oas:101107208"
"THYN1"	"oas:101114051"
"THYN1"	"oas:101114051"
"ANKRD17"	"oas:101103397"
"EVA1C"	"oas:101102355"
"RPS17"	"oas:101109830"
"ERMP1"	"oas:101115940"
"TNFAIP8L2"	"oas:101112178"
"TMA16"	"oas:101106328"
"FUZ"	"oas:101108852"
"CA13"	"oas:101113860"
"CA13"	"oas:101113860"
"CNGA3"	"oas:100233164"
"BRAF"	"oas:100302330"
"BRAF"	"oas:100302330"
"UBE2D4"	"oas:101122634"
"UBE2D4"	"oas:101122634"
"FBXL16"	"oas:101104365"
"SRSF3"	"oas:100135442"
"MLANA"	"oas:101116206"
"UBA1"	"oas:101119713"
"GALNS"	"oas:101107214"
"GALNS"	"oas:101107214"
"MED25"	"oas:101113696"
"LIMCH1"	"oas:101117845"
"KIF5B"	"oas:100037703"
"LYRM1"	"oas:101122751"
"CPEB1"	"oas:101110092"
"CPEB1"	"oas:101110092"
"COBL"	"oas:101110310"
"COBL"	"oas:101110310"
"PSMB7"	"oas:100135690"
"RGS12"	"oas:105615585"
"RUNX1"	"oas:101108280"
"KIAA2026"	"oas:101119701"
"MIA3"	"oas:101102578"
"MIA3"	"oas:101102578"
"VWA3B"	"oas:101112127"
"VWA3B"	"oas:101112127"
"CACYBP"	"oas:101116245"
"KIF2B"	"oas:101117942"
"ATP10B"	"oas:101117246"
"MICAL3"	"oas:101118097"
"GFOD1"	"oas:101118721"
"BEND2"	"oas:101103875"
"MYO7A"	"oas:101113697"
"JAM3"	"oas:101117375"
"ZDHHC20"	"oas:101117089"
"ZDHHC20"	"oas:101117089"
"FAM173A"	"oas:101111148"
"FSTL4"	"oas:101123036"
"LAMA2"	"oas:101117424"
"PLXND1"	"oas:101106801"
"DKK1"	"oas:101116876"
"ADGRL2"	"oas:101104103"
"ADGRL2"	"oas:101104103"
"ADGRL2"	"oas:101104103"
"GYPC"	"oas:100885767"
"C17orf80"	"oas:101113345"
"PPP3CA"	"oas:101122602"
"DBNL"	"oas:101123075"
"PRKG1"	"oas:443010"
"TMEM131"	"oas:101112388"
"IL33"	"oas:101116705"
"SLC39A3"	"oas:100147781"
"SLC39A3"	"oas:100147781"
"FAM65C"	"oas:101118467"
"RB1CC1"	"oas:101113247"
"PGAM2"	"oas:101123502"
"CDKN1A"	"oas:101109005"
"FTSJ3"	"oas:101103824"
"IGIP"	"oas:101117329"
"TRAPPC2L"	"oas:101108596"
"MRPL57"	"oas:101117428"
"PDE12"	"oas:101108694"
"HINFP"	"oas:101107728"
"PTOV1"	"oas:101113953"
"DAG1"	"oas:101103515"
"ZAP70"	"oas:101112639"
"ACAD8"	"oas:101113789"
"UHRF2"	"oas:101117220"
"UHRF2"	"oas:101117220"
"VOPP1"	"oas:101101926"
"MDH2"	"oas:443091"
"VAMP4"	"oas:101106092"
"SCML2"	"oas:101108022"
"MAST3"	"oas:101111802"
"AKT1S1"	"oas:101109114"
"BTBD7"	"oas:101107365"
"TBC1D7"	"oas:101104613"
"SETD4"	"oas:101114155"
"ACTR1B"	"oas:101112894"
"NEK6"	"oas:101108466"
"ITIH2"	"oas:101114796"
"CCDC78"	"oas:101104626"
"SKA3"	"oas:101117344"
"SCYL2"	"oas:101104732"
"TBC1D17"	"oas:101109381"
